,prices,rarity,mana_cost,colors,set
15224,8.01,uncommon,{2},[],dis
15225,0.57,rare,{2}{R}{G},"['G', 'R']",afc
15226,0.13,uncommon,{2}{W},['W'],ons
15227,0.21,rare,{1}{G},['G'],pcy
15228,1.17,rare,{R}{R}{R},['R'],dst
15229,,rare,{1}{W}{W},['W'],vma
15230,0.17,common,{1}{G},['G'],som
15231,0.81,uncommon,{2},[],xln
15232,0.01,common,{1}{U},['U'],mh2
15233,0.27,common,{1}{R}{R},['R'],unh
15234,0.20,special,{4}{G},['G'],tsb
15235,8.13,rare,{3}{B}{B},['B'],cm2
15236,0.28,rare,{2}{W},['W'],pcy
15237,0.13,common,{4}{R}{R},['R'],xln
15238,0.97,mythic,{1}{B}{R},"['B', 'R']",ust
15239,0.09,common,{4}{R},['R'],p02
15240,0.10,uncommon,{3},[],c15
15241,0.12,rare,{2}{B},['B'],war
15242,0.23,common,{3}{R}{R},['R'],hml
15243,6.61,rare,{1}{G}{G},['G'],mid
15244,11.36,rare,,[],som
15245,0.14,common,{1},[],jmp
15246,0.16,common,{3},[],mbs
15247,0.31,rare,{2}{U},['U'],ala
15248,0.16,common,{B},['B'],ddk
15249,0.11,common,{2}{R},['R'],sok
15250,0.05,common,{4}{R},['R'],m11
15251,,common,{1}{G},['G'],me2
15252,0.10,common,{1}{W},['W'],jud
15253,0.17,rare,{6}{U},['U'],eld
15254,0.02,common,{2}{B},['B'],grn
15255,,common,,,aznr
15256,0.05,common,{2}{B}{B},['B'],hou
15257,0.09,common,{G},['G'],uds
15258,0.06,common,{2}{W},['W'],w17
15259,0.12,uncommon,{1}{W},['W'],mir
15260,3.16,mythic,{3}{R}{R},['R'],emn
15261,5.55,rare,{1}{W}{U}{B}{R}{G},"['B', 'G', 'R', 'U', 'W']",scg
15262,11.90,rare,{2}{W},['W'],c15
15263,1.26,rare,,[],c13
15264,0.09,rare,,,stx
15265,1.22,uncommon,{2},[],c17
15266,0.12,common,{W},['W'],fem
15267,0.26,uncommon,{X}{G},['G'],9ed
15268,0.08,common,{2}{G},['G'],gs1
15269,0.49,mythic,,[],ust
15270,0.28,rare,{4}{U}{U},['U'],jmp
15271,3.34,rare,{4},[],dst
15272,0.07,common,{R},['R'],vis
15273,,uncommon,{1}{R}{R},['R'],me2
15274,0.10,common,{2},[],c21
15275,0.88,rare,,[],thb
15276,,common,,['G'],tmic
15277,0.08,common,{3},[],grn
15278,0.13,uncommon,{2}{R}{R},['R'],tor
15279,0.09,uncommon,{B},['B'],m19
15280,1.08,rare,{1}{B}{B},['B'],m12
15281,160.60,rare,{3},[],uds
15282,0.24,rare,{5}{R}{R},['R'],cns
15283,0.04,uncommon,{3}{W},['W'],avr
15284,0.24,common,,['W'],takh
15285,0.11,rare,{3}{U}{B},"['B', 'U']",cmr
15286,0.49,rare,{2},[],mmq
15287,1.61,rare,{1}{G},['G'],c18
15288,0.01,common,{3},[],khm
15289,,common,,,aznr
15290,0.22,rare,{U}{U}{U},['U'],chr
15291,,mythic,{U}{B}{R}{G},"['B', 'G', 'R', 'U']",c16
15292,0.16,rare,{4}{B}{B},['B'],bfz
15293,0.12,uncommon,{2}{U},['U'],cns
15294,0.05,common,{2}{U},['U'],xln
15295,,common,,,amh2
15296,0.67,uncommon,{4}{R},['R'],ust
15297,37.94,rare,,[],ody
15298,0.93,rare,{3}{W/B}{W/B},"['B', 'W']",eve
15299,,common,,,aafr
15300,0.01,common,{2}{R},['R'],khm
15301,,common,,,amh1
15302,0.10,common,,"['B', 'G']",tktk
15303,0.53,rare,{4}{W}{W},['W'],ddo
15304,0.03,uncommon,{1}{B},['B'],mh2
15305,0.48,rare,{7},[],hou
15306,0.02,common,{5}{G},['G'],stx
15307,0.82,rare,{1}{B}{B},['B'],c13
15308,0.12,common,{2}{B},['B'],ema
15309,0.01,common,{R},['R'],mid
15310,0.01,common,{2}{W},['W'],mid
15311,0.10,uncommon,{B},['B'],ala
15312,0.48,rare,{U}{U},['U'],ddt
15313,0.10,uncommon,{R},['R'],mh2
15314,,common,,[],wc04
15315,0.08,uncommon,{1}{W}{W},['W'],c20
15316,1.21,rare,{B},['B'],cmb2
15317,0.01,common,{1}{U},['U'],rix
15318,0.09,common,{1}{R},['R'],tor
15319,0.09,common,{1},[],som
15320,0.03,common,{4}{U},['U'],eld
15321,0.49,common,,[],oe01
15322,2.69,rare,{U}{U},['U'],ddt
15323,0.02,uncommon,{3},[],thb
15324,,common,,[],wc04
15325,,common,,"['G', 'W']",t2xm
15326,0.29,uncommon,{1}{U},['U'],pcy
15327,0.43,uncommon,{3}{R},['R'],a25
15328,0.24,uncommon,{1}{B}{B},['B'],wth
15329,0.34,rare,{3}{R}{R},['R'],m20
15330,0.15,common,,[],c21
15331,0.11,common,{4}{B},['B'],mma
15332,0.01,common,{2}{G},['G'],ths
15333,0.01,common,{1}{W},['W'],ogw
15334,3.37,rare,{0},['W'],fut
15335,0.16,common,{1}{U},['U'],5dn
15336,1.16,rare,{3}{U},['U'],mic
15337,0.07,uncommon,{3}{G},['G'],rtr
15338,,rare,{2}{W},['W'],y22
15339,0.02,common,{4}{G},['G'],avr
15340,0.05,common,{3}{B}{B},['B'],bng
15341,0.30,uncommon,{R/G},"['G', 'R']",dds
15342,5.44,rare,,[],war
15343,0.02,uncommon,{G}{U},"['G', 'U']",c19
15344,0.02,common,{1}{W},['W'],stx
15345,0.08,uncommon,{3}{U},['U'],ogw
15346,10.02,rare,{R},['R'],cm2
15347,0.20,rare,{3}{W},['W'],frf
15348,0.15,uncommon,{1}{R}{R},['R'],wth
15349,0.14,rare,{G}{G},['G'],und
15350,0.13,rare,{B},['B'],m15
15351,0.12,common,,['W'],tm20
15352,0.10,common,{3}{U},['U'],w17
15353,10.73,rare,{2}{B},['B'],afc
15354,,common,,,avow
15355,0.79,uncommon,{1}{G},['G'],dom
15356,0.20,uncommon,{U}{U}{R},"['R', 'U']",arb
15357,0.12,rare,{2}{R}{R},['R'],stx
15358,5.64,rare,{2}{B}{B},['B'],scg
15359,0.26,rare,{3}{R},['R'],inv
15360,0.01,common,{4}{B},['B'],znr
15361,,mythic,{2}{W}{W},['W'],j21
15362,0.16,rare,{2}{B},['B'],dtk
15363,0.21,uncommon,{B}{G},"['B', 'G']",stx
15364,0.15,rare,{5},[],cmr
15365,,common,,"['R', 'U']",tm21
15366,0.06,common,{3}{W},['W'],mir
15367,0.46,uncommon,{1}{B}{R},"['B', 'R']",mir
15368,0.32,rare,{3}{R},['R'],gpt
15369,3.61,uncommon,{G},['G'],roe
15370,0.05,common,{3}{U}{R},"['R', 'U']",frf
15371,1.29,mythic,{1}{U}{B}{R},"['B', 'R', 'U']",c13
15372,0.06,uncommon,{1}{R},['R'],gtc
15373,0.06,uncommon,{1}{W},['W'],akh
15374,,rare,{2}{R}{G},"['G', 'R']",hho
15375,0.03,common,{4}{R},['R'],ori
15376,,rare,{3}{B},['B'],me3
15377,0.23,common,{4}{G},['G'],unh
15378,0.32,uncommon,{3},[],cmr
15379,0.06,uncommon,{2}{R},['R'],bbd
15380,0.01,common,{4}{R},['R'],war
15381,0.39,rare,{2}{G},['G'],c19
15382,4.79,rare,{2}{W}{W},['W'],fut
15383,0.28,rare,{1}{U}{R},"['R', 'U']",vow
15384,3.40,rare,{2}{G}{W},"['G', 'W']",mir
15385,0.02,uncommon,{1}{W},['W'],mh2
15386,2.01,rare,{6},[],mrd
15387,,common,,,astx
15388,10.71,rare,{B},['B'],cc2
15389,0.21,uncommon,{2}{W},['W'],c13
15390,,rare,{3}{G},['G'],y22
15391,0.56,rare,{B}{B}{R}{R}{R}{G}{G},"['B', 'G', 'R']",ala
15392,1.63,common,,[],opca
15393,0.27,rare,{1}{R}{R},['R'],afc
15394,0.07,rare,{3},[],c20
15395,0.10,uncommon,{1}{R} // {3}{G},"['G', 'R']",dgm
15396,0.22,common,{R}{R},['R'],m14
15397,0.01,common,{3}{U},['U'],kld
15398,0.96,uncommon,{U/B},"['B', 'U']",shm
15399,8.79,rare,,[],som
15400,0.09,uncommon,{1}{G},['G'],ktk
15401,1.64,rare,{U}{U},['U'],mor
15402,,common,,,akhm
15403,0.25,uncommon,{2}{W},['W'],bbd
15404,1.63,rare,{6},[],ice
15405,0.23,uncommon,{1}{W},['W'],ody
15406,4.23,rare,{4},[],evg
15407,0.37,uncommon,{U}{R},"['R', 'U']",2xm
15408,0.10,uncommon,{2}{U},['U'],sth
15409,0.01,common,{1}{W}{U},"['U', 'W']",mh2
15410,0.19,common,,['B'],tmma
15411,0.21,uncommon,{G},['G'],8ed
15412,0.26,uncommon,{2},[],ulg
15413,0.14,common,{1}{W},['W'],ema
15414,0.25,common,{2}{R}{R},['R'],arc
15415,0.04,uncommon,{5}{G},['G'],cmr
15416,0.10,rare,{1}{R}{R},['R'],xln
15417,0.02,common,{1}{W},['W'],emn
15418,0.02,common,{3}{U},['U'],war
15419,0.03,common,{B},['B'],csp
15420,0.25,rare,{5}{U},[],ogw
15421,0.35,uncommon,{2}{U},['U'],rtr
15422,,rare,{5}{U}{U},['U'],g18
15423,0.38,rare,{2}{R}{R},['R'],avr
15424,0.14,rare,{2}{U}{R},"['R', 'U']",mh1
15425,0.01,common,{1},[],afr
15426,1.62,uncommon,{3}{G},['G'],c18
15427,0.24,uncommon,{2}{W},['W'],p02
15428,5.04,rare,{5}{G}{G},['G'],c17
15429,0.20,uncommon,{B}{R},"['B', 'R']",mh1
15430,0.05,common,{1}{U},['U'],akh
15431,0.03,common,{1}{G},['G'],kld
15432,0.04,common,{1}{R},['R'],ori
15433,0.11,common,{3}{B}{B},['B'],scg
15434,,uncommon,{2}{G},['G'],me1
15435,0.13,uncommon,{2}{W}{B},"['B', 'W']",apc
15436,0.04,common,{2}{B},['B'],hou
15437,6.97,rare,{2}{R},['R'],c21
15438,0.01,common,{B},['B'],tsr
15439,4.90,rare,{3}{W},['W'],dom
15440,0.08,common,{3}{B},['B'],ust
15441,0.02,common,{1}{G}{U},"['G', 'U']",rna
15442,0.03,common,{3}{R}{R},['R'],ktk
15443,0.03,common,{5}{W},['W'],iko
15444,0.37,rare,{2}{W},['W'],c16
15445,,common,{2}{G},['G'],me1
15446,0.83,uncommon,{2}{W},['W'],s99
15447,0.11,uncommon,{3}{R}{R},['R'],tmp
15448,0.14,rare,,,stx
15449,5.71,common,,[],oarc
15450,,common,,[],wc00
15451,0.01,common,{3}{W},['W'],mid
15452,0.08,common,{2}{B}{R},"['B', 'R']",arb
15453,0.04,common,{2}{W}{B},"['B', 'W']",gtc
15454,0.08,common,{3}{R},['R'],tsr
15455,0.05,uncommon,{3}{U},['U'],akh
15456,0.10,uncommon,{3}{W},['W'],ulg
15457,0.36,special,{7}{G}{G}{G},['G'],tsb
15458,0.05,common,{W},['W'],bng
15459,96.77,rare,{2}{R}{R},['R'],leg
15460,0.01,common,{1}{W},['W'],khm
15461,0.73,uncommon,{3}{G}{G},['G'],som
15462,0.11,rare,{4}{U},['U'],xln
15463,0.10,rare,{3}{B},['B'],afc
15464,0.05,common,{R},['R'],m11
15465,0.05,common,{2}{G},['G'],m20
15466,,common,{4}{W},['W'],me2
15467,0.33,rare,{2}{W},['W'],sth
15468,0.44,uncommon,{3}{G},['G'],cns
15469,0.72,rare,{1}{U},['U'],mh1
15470,0.24,rare,{1}{B},['B'],c20
15471,0.09,uncommon,{2}{R}{R},['R'],ddi
15472,0.15,rare,{2},[],tsp
15473,2.16,rare,{2}{G},['G'],hou
15474,0.08,uncommon,{3}{W}{U},"['U', 'W']",2xm
15475,0.15,common,{1}{U},['U'],mor
15476,0.18,rare,{3}{U}{U},['U'],tsr
15477,0.07,common,{3}{G}{G},['G'],dka
15478,2.62,rare,{3}{B}{B},['B'],c18
15479,0.07,uncommon,{1}{G},['G'],grn
15480,0.32,common,{U},['U'],mm2
15481,0.01,common,{1}{R},['R'],thb
15482,0.24,common,{W},['W'],scg
15483,0.22,uncommon,{1}{B},['B'],usg
15484,1.90,uncommon,{3}{R},['R'],stx
15485,0.02,uncommon,{2}{B},['B'],cmr
15486,0.01,common,{4}{R},['R'],tsr
15487,0.17,common,{2}{W},['W'],uds
15488,,uncommon,{B}{R},"['B', 'R']",tpr
15489,1.25,rare,{G}{G}{G},['G'],plc
15490,,common,,,tust
15491,0.18,uncommon,{1}{G},['G'],inv
15492,0.12,uncommon,{W}{U}{B}{R}{G},"['B', 'G', 'R', 'U', 'W']",jmp
15493,0.25,uncommon,{4}{G}{G},['G'],war
15494,0.02,common,{2}{U},['U'],m15
15495,0.10,common,{2}{G},['G'],ust
15496,0.01,common,{1}{B}{G},"['B', 'G']",grn
15497,,uncommon,{6},[],tpr
15498,0.03,common,{1}{W},['W'],jmp
15499,0.01,uncommon,{2}{W},['W'],vow
15500,0.03,common,{4}{W},['W'],bfz
15501,,common,,,amid
15502,0.81,uncommon,{3}{U},['U'],lrw
15503,0.08,uncommon,{6},[],grn
15504,0.77,common,,[],mmq
15505,0.26,rare,{4}{R}{R},['R'],mmq
15506,0.24,rare,{1}{U},['U'],afc
15507,0.01,common,{5}{G},['G'],ori
15508,0.04,common,{2}{U},['U'],dtk
15509,0.82,rare,{1},[],mid
15510,0.24,common,{2}{W},['W'],dgm
15511,,common,{2}{B},['B'],me1
15512,0.11,uncommon,{2}{R}{W},"['R', 'W']",apc
15513,,common,,,aafr
15514,,mythic,{3}{B}{G},"['B', 'G']",cm2
15515,0.37,uncommon,{G}{W},"['G', 'W']",cma
15516,0.01,common,{1}{B},['B'],tsr
15517,,common,,,aafr
15518,0.22,rare,{6},[],4ed
15519,1.90,rare,{R},['R'],cmb2
15520,0.10,common,{W},['W'],vis
15521,0.19,common,{1}{B},['B'],jmp
15522,0.16,uncommon,{1}{R}{G},"['G', 'R']",inv
15523,,rare,{4}{W}{W},['W'],me3
15524,2.94,rare,{3},[],mmq
15525,0.25,rare,{4}{G},['G'],ons
15526,0.05,uncommon,,[],c19
15527,,common,,['B'],tmh2
15528,,rare,{6}{W},['W'],me1
15529,0.02,common,{1}{W},['W'],afr
15530,1.17,uncommon,{B},['B'],mh1
15531,0.46,rare,{3}{U}{U},['U'],aer
15532,0.09,uncommon,{G}{U},"['G', 'U']",mh2
15533,0.04,common,{1}{R},['R'],ema
15534,0.28,mythic,{5}{W}{W} // {3}{W}{W},['W'],afc
15535,4.08,rare,{3},[],bok
15536,0.08,common,{1}{B},['B'],wwk
15537,0.64,uncommon,{1}{B},['B'],m21
15538,,rare,{4}{R},['R'],me3
15539,32.29,mythic,{2}{B}{B},['B'],mh1
15540,,uncommon,{3}{U}{U},['U'],me3
15541,0.29,common,{1}{B},['B'],dst
15542,0.06,uncommon,{2}{R},['R'],2xm
15543,0.96,mythic,{7},[],stx
15544,0.17,uncommon,{2}{U},['U'],ody
15545,0.23,uncommon,{U},['U'],p02
15546,0.25,rare,{1}{W},['W'],lgn
15547,0.23,uncommon,{2}{G}{U},"['G', 'U']",c16
15548,0.09,common,{2}{G},['G'],usg
15549,0.41,rare,{B},['B'],ons
15550,0.01,common,{2}{R},['R'],iko
15551,,common,{G},['G'],me3
15552,9.44,rare,{G},['G'],cm2
15553,3.14,rare,{R}{R},['R'],m13
15554,,common,{3}{W},['W'],me2
15555,0.69,rare,{3},[],gpt
15556,0.39,rare,{3}{R},['R'],mmq
15557,0.13,common,{2}{U},['U'],usg
15558,0.52,rare,{3}{U},['U'],7ed
15559,0.25,rare,{3}{B}{B},['B'],c19
15560,1.00,uncommon,{4}{G},['G'],ema
15561,,common,{1}{G},['G'],me3
15562,0.01,uncommon,{1}{W}{W},['W'],tsr
15563,0.22,rare,{2}{U}{U},['U'],emn
15564,0.10,uncommon,{5}{R},['R'],rav
15565,0.10,uncommon,{2}{B}{B},['B'],jmp
15566,39.28,rare,{2}{W}{W},['W'],leg
15567,4.51,rare,{R/G}{R/G},"['G', 'R']",2xm
15568,0.06,common,{3},[],5dn
15569,9.70,rare,{4},[],war
15570,0.13,rare,{3}{B}{G},[],bfz
15571,0.11,common,{1}{W},['W'],ima
15572,0.01,common,{G},['G'],m21
15573,0.09,uncommon,{3}{R},['R'],akh
15574,0.02,common,{2}{G},['G'],mh1
15575,0.10,uncommon,{X}{G},['G'],mh2
15576,0.11,uncommon,{5}{G}{W},"['G', 'W']",rtr
15577,6.50,common,,[],tfth
15578,0.67,common,{B},['B'],mma
15579,0.18,uncommon,{2}{G},['G'],lrw
15580,0.01,common,{3}{G},['G'],stx
15581,,rare,,[],pmoa
15582,,common,,,aznr
15583,199.95,rare,{R}{R},['R'],2ed
15584,0.12,uncommon,{2}{R},['R'],khm
15585,,rare,{2}{W},['W'],psdg
15586,0.11,common,{5}{B},['B'],frf
15587,0.24,rare,{X}{W}{B},"['B', 'W']",c15
15588,0.27,uncommon,{3}{G},['G'],khm
15589,0.22,rare,{4}{B}{R},"['B', 'R']",znr
15590,0.12,uncommon,{2}{B}{B},['B'],gpt
15591,0.25,uncommon,{W},['W'],chr
15592,0.02,uncommon,{6}{R},['R'],cmr
15593,0.33,uncommon,{2}{R},['R'],c13
15594,0.20,rare,{2},[],c21
15595,0.14,common,{1}{W},['W'],s00
15596,,rare,{2}{W}{W},['W'],me4
15597,0.07,common,{1}{B}{B},['B'],nem
15598,0.55,uncommon,{3},[],cm2
15599,0.01,common,{2}{G},['G'],thb
15600,0.14,common,{3}{G},['G'],inv
15601,0.26,rare,{3}{W},['W'],9ed
15602,0.01,common,{2}{R},['R'],vow
15603,5.12,rare,{2}{R},['R'],c20
15604,0.06,uncommon,{3},[],frf
15605,0.11,common,{2}{U},['U'],mrd
15606,0.02,common,{2}{U},['U'],mid
15607,0.25,common,{B},['B'],c19
15608,0.23,rare,{3}{R}{R},['R'],mrd
15609,0.26,common,{1}{W}{U},"['U', 'W']",arc
15610,1.16,rare,{1}{G},['G'],ons
15611,0.04,common,{1}{R},['R'],xln
15612,0.05,common,{2}{R},['R'],tsp
15613,0.14,uncommon,{4}{W},['W'],mir
15614,0.18,rare,{B}{R},"['B', 'R']",iko
15615,0.15,common,{G/W}{G/W},"['G', 'W']",c19
15616,0.11,uncommon,{3}{U},['U'],eve
15617,14.86,mythic,{3}{U}{B},"['B', 'U']",isd
15618,0.14,uncommon,{4}{U},['U'],avr
15619,,common,,,avow
15620,0.10,uncommon,{4}{G}{G},['G'],chk
15621,16.47,rare,,[],som
15622,0.14,uncommon,{3}{U},['U'],mir
15623,0.11,common,{1}{W},['W'],mh1
15624,0.01,common,{2}{R},['R'],jmp
15625,0.01,common,{1}{R},['R'],m21
15626,0.33,common,{B}{R},"['B', 'R']",drk
15627,4.96,rare,{2}{R}{R}{G}{G},"['G', 'R']",unh
15628,0.01,uncommon,{4}{R},['R'],cmr
15629,0.07,uncommon,{3}{U},['U'],c20
15630,0.09,uncommon,{R},['R'],grn
15631,0.07,common,{4}{W},['W'],jmp
15632,0.16,uncommon,{1}{W},['W'],wth
15633,0.22,rare,{3}{G},['G'],hou
15634,0.07,common,{3}{G/U},"['G', 'U']",eve
15635,0.01,common,{3}{W}{W},['W'],thb
15636,0.25,uncommon,{3}{B}{B},['B'],mmq
15637,,common,{X}{R}{R},['R'],past
15638,0.64,rare,{R},['R'],9ed
15639,0.12,uncommon,{2},[],isd
15640,0.01,common,{2}{R},['R'],stx
15641,0.05,common,{2}{R},['R'],soi
15642,0.12,common,{3}{W},['W'],tsp
15643,0.18,common,{1}{U},['U'],mmq
15644,0.32,rare,{B}{B}{B},['B'],8ed
15645,1.47,uncommon,{G}{W},"['G', 'W']",m21
15646,0.08,uncommon,{B},['B'],grn
15647,1.64,rare,{3}{G},['G'],ala
15648,0.09,uncommon,{1}{W},['W'],c21
15649,0.01,common,{3}{U}{U},['U'],c21
15650,0.18,rare,{4}{R}{G},"['G', 'R']",ust
15651,0.01,common,{W},['W'],cmr
15652,0.10,common,{4}{G},['G'],usg
15653,0.47,common,{U/B},"['B', 'U']",shm
15654,0.30,rare,{3}{U}{U},['U'],soi
15655,0.15,rare,{4}{G/U}{G/U},"['G', 'U']",c21
15656,20.80,mythic,{5}{R}{G}{W},"['G', 'R', 'W']",xln
15657,0.08,common,{2}{B},['B'],mrd
15658,0.11,uncommon,{7},[],nem
15659,0.15,rare,{3}{U}{B},"['B', 'U']",znr
15660,0.03,common,{4}{U},['U'],soi
15661,0.02,common,{2}{G},['G'],dtk
15662,0.09,common,{1}{B},['B'],a25
15663,0.19,rare,{1}{U}{U},['U'],afr
15664,0.02,common,{2}{R},['R'],ema
15665,0.18,rare,{3}{G},['G'],cmr
15666,2.22,uncommon,,[],c18
15667,0.09,uncommon,{2}{U}{U},['U'],znc
15668,0.10,common,{1}{R},['R'],gpt
15669,5.39,rare,{6}{W}{W},['W'],mid
15670,9.21,rare,{4}{G},['G'],rix
15671,,mythic,{4}{W}{U},"['U', 'W']",rna
15672,0.38,uncommon,{3}{B},['B'],2xm
15673,0.03,common,{2}{U},['U'],dtk
15674,,common,,,astx
15675,2.39,rare,{1}{W},['W'],c17
15676,,rare,,[],pmoa
15677,0.25,uncommon,{2}{B}{B}{B},['B'],mmq
15678,0.05,uncommon,{1}{B}{B},['B'],tsr
15679,0.14,uncommon,{X}{2}{R}{R},['R'],ice
15680,0.27,uncommon,,[],cm2
15681,1.29,common,,[],opca
15682,8.70,mythic,{2}{R}{R}{R},['R'],ima
15683,0.13,rare,{3}{U}{U},['U'],c18
15684,0.20,rare,{3}{W}{W},['W'],dgm
15685,0.03,uncommon,{G},['G'],stx
15686,0.11,uncommon,{2}{G}{G},['G'],sth
15687,0.04,common,{3}{U},['U'],afr
15688,0.01,common,{4}{G},['G'],cmr
15689,,uncommon,{1}{R},['R'],sum
15690,0.13,rare,{3}{G}{G},['G'],dka
15691,11.01,rare,{2},[],chk
15692,0.08,common,{2}{W},['W'],ala
15693,0.20,uncommon,{G}{W},"['G', 'W']",a25
15694,0.13,uncommon,{1}{B}{B},['B'],roe
15695,0.01,common,{5}{U},['U'],mh2
15696,0.36,rare,{3}{R}{W},"['R', 'W']",afr
15697,0.04,uncommon,{2}{W},['W'],hou
15698,0.31,mythic,{3}{B}{R},"['B', 'R']",ths
15699,,common,,,aafr
15700,,rare,{2}{U}{U},['U'],me3
15701,0.98,common,{R},['R'],s00
15702,0.53,rare,{X}{B}{R},"['B', 'R']",a25
15703,0.04,common,,[],c20
15704,0.01,common,{3}{W},['W'],m19
15705,0.21,rare,{2}{W}{W},['W'],mm3
15706,0.15,common,{1}{R},['R'],ust
15707,0.01,common,{3}{G}{G},['G'],cmr
15708,0.01,common,{U},['U'],thb
15709,0.04,common,{4},[],xln
15710,0.09,uncommon,{1}{U},['U'],dom
15711,0.08,common,{1}{U},['U'],gs1
15712,0.27,common,{2}{G},['G'],c13
15713,0.15,uncommon,{W}{W},['W'],gn2
15714,0.02,uncommon,{G}{U},"['G', 'U']",khm
15715,0.37,common,{G},['G'],con
15716,0.09,uncommon,{4}{B}{B},['B'],jmp
15717,,rare,{3},[],me4
15718,0.66,rare,{2}{U}{U},['U'],ori
15719,0.18,rare,,,vow
15720,,mythic,{4}{G}{W},"['G', 'W']",c17
15721,8.99,rare,{4}{G}{G},['G'],2xm
15722,0.35,uncommon,{0},[],aer
15723,0.09,uncommon,{2}{G},['G'],afr
15724,0.04,common,{3}{G},['G'],uma
15725,0.25,uncommon,{2}{U},['U'],jud
15726,39.11,mythic,{2}{B}{B},['B'],rix
15727,,rare,,[],pmoa
15728,0.01,common,{2}{R},['R'],iko
15729,0.14,rare,{2}{B}{B},['B'],dom
15730,0.10,uncommon,{B},['B'],thb
15731,0.23,uncommon,{1}{B}{B},['B'],dst
15732,0.51,common,{B},['B'],leg
15733,,common,{2}{R},['R'],me2
15734,0.01,common,{1}{B},['B'],mid
15735,0.25,common,{2}{W},['W'],lrw
15736,0.01,common,{3}{G},['G'],khm
15737,0.12,uncommon,{4},[],gnt
15738,0.20,uncommon,{2}{B},['B'],lgn
15739,0.06,common,{3}{U},['U'],ala
15740,0.85,uncommon,{2}{R}{R},['R'],7ed
15741,0.48,rare,{5}{W}{W},['W'],c17
15742,0.32,common,,[],thp2
15743,10.43,rare,{3}{B},['B'],c14
15744,0.09,common,{3}{U},['U'],chk
15745,2.82,rare,{6}{R}{R},['R'],fut
15746,0.32,mythic,{5}{B}{B},['B'],c19
15747,0.12,uncommon,{2}{U}{U},['U'],ddt
15748,0.55,rare,{3}{U},['U'],gn2
15749,0.24,uncommon,{2}{W},['W'],lrw
15750,0.10,uncommon,{4},[],cns
15751,8.82,rare,,[],2xm
15752,15.83,rare,{1}{U}{U}{U},['U'],ima
15753,0.05,common,{1}{W},['W'],tsr
15754,0.10,uncommon,,[],eld
15755,0.12,common,{2}{U},['U'],a25
15756,4.14,rare,{5}{R},['R'],c16
15757,0.07,uncommon,{3}{G}{G},['G'],kld
15758,0.39,rare,{4}{U}{U},['U'],c20
15759,0.04,common,{2}{B},['B'],frf
15760,,common,,,amh2
15761,0.12,common,,[],mh2
15762,0.20,common,,[],vow
15763,,uncommon,{2}{W},['W'],vma
15764,0.23,uncommon,{3}{B}{B},['B'],p02
15765,,common,,['W'],tmic
15766,0.10,uncommon,{W}{U} // {U}{B},"['B', 'U', 'W']",c16
15767,5.69,rare,{2}{B},['B'],ice
15768,0.06,common,{1}{G}{G},['G'],8ed
15769,0.01,uncommon,{3}{W}{B},"['B', 'W']",thb
15770,0.11,common,{3}{U},['U'],eve
15771,0.12,uncommon,{X}{R}{R},['R'],ori
15772,0.08,common,{4}{G},['G'],ala
15773,0.51,rare,{4}{W}{W},['W'],voc
15774,0.01,common,{1}{B},['B'],iko
15775,0.02,uncommon,{2}{G},['G'],vow
15776,0.75,uncommon,{1}{B},['B'],uma
15777,0.02,common,{1}{R},['R'],gtc
15778,0.22,uncommon,{3}{U}{B},"['B', 'U']",ori
15779,0.10,common,{R},['R'],ddl
15780,0.16,common,{3}{R},['R'],rav
15781,0.47,rare,{5}{W}{W},['W'],5dn
15782,0.31,common,,[],thp2
15783,0.93,rare,{G/U}{G/U} // {1}{G}{U},"['G', 'U']",rna
15784,0.38,rare,{3}{G},['G'],7ed
15785,0.26,rare,{1},[],m15
15786,0.90,uncommon,{1}{G/U}{G/U},"['G', 'U']",eve
15787,0.03,uncommon,{3}{B},['B'],thb
15788,0.06,common,{2}{W},['W'],bbd
15789,0.07,common,,['R'],tcm2
15790,0.03,common,{2}{R},['R'],eld
15791,0.49,rare,{3}{R},['R'],afc
15792,0.06,common,{2}{G},['G'],tsr
15793,0.02,uncommon,{3}{R}{R},['R'],mid
15794,3.21,rare,,[],c21
15795,0.10,uncommon,{4},[],mrd
15796,0.02,common,{6}{G},['G'],rtr
15797,0.09,common,{2}{G}{G},['G'],gs1
15798,0.19,rare,{1}{R}{R},['R'],shm
15799,0.85,uncommon,{U},['U'],vow
15800,1.46,rare,,,soi
15801,0.02,common,{1}{B}{G},"['B', 'G']",stx
15802,,common,,[],tmh2
15803,0.12,common,{1}{W},['W'],usg
15804,4.75,rare,{W}{B}{G},"['B', 'G', 'W']",lrw
15805,0.14,common,{2}{B/R}{B/R},"['B', 'R']",shm
15806,0.12,uncommon,{2}{W},['W'],som
15807,0.18,rare,{2}{W},['W'],voc
15808,0.17,uncommon,{R}{G},"['G', 'R']",war
15809,0.01,common,{1}{R/W}{R/W},"['R', 'W']",stx
15810,0.04,uncommon,{4}{R}{R},['R'],som
15811,0.16,rare,{4}{R},['R'],isd
15812,0.17,common,{3}{B},['B'],rix
15813,0.06,common,{3}{U}{U},['U'],dtk
15814,0.38,uncommon,{1}{G},['G'],afc
15815,0.06,uncommon,{1}{B},['B'],xln
15816,0.32,uncommon,{2}{B/R}{B/R},"['B', 'R']",uma
15817,0.15,uncommon,{R}{R},['R'],khm
